OTU_ID	CK0_1	CK0_2	CK0_3	GCP11_1	GCP11_2	GCP11_3	GCP16_1	GCP16_2	GCP16_3	GCP18_1	GCP18_2	GCP18_3	GCP19_1	GCP19_2	GCP19_3	GCP01_1	GCP01_2	GCP01_3	GCP02_1	GCP02_2	GCP02_3	GCP03_1	GCP03_2	GCP03_3	GCP04_1	GCP04_2	GCP04_3	GCP05_1	GCP05_2	GCP05_3	GCP06_1	GCP06_2	GCP06_3	GCP08_1	GCP08_2	GCP08_3
OTU_1	16768	18703	24355	135	65	67	183	132	32	11	7	113	349	298	392	25593	17052	18187	27420	29484	31612	3022	1946	3350	25485	14263	14979	7965	5806	7512	32	13	9	532	434	293
OTU_10	0	0	0	42	26	99	21	24	74	21	2	25	1	9	7	14	4	11	18	7	27	126	78	38	135	144	428	3432	1149	743	25	8	4	28	42	30
OTU_100	0	0	0	1	0	2	4	0	5	1	1	2	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	80	0	1	2	0	0	0	0	0
OTU_101	6	5	4	1	0	7	2	0	0	1	0	0	0	0	0	7	3	6	0	0	0	17	1	4	1	0	0	24	29	3	0	0	2	5	1	5
OTU_102	11	20	11	0	1	0	0	4	0	2	0	0	0	0	0	4	15	16	1	0	4	4	2	2	9	0	0	21	21	10	0	0	0	0	1	1
OTU_103	0	0	0	12	10	16	45	25	7	2	0	3	1	6	7	0	1	0	0	2	0	35	9	0	1	7	0	49	0	39	0	0	1	5	5	3
OTU_104	0	0	0	21	19	15	52	32	6	3	0	1	30	12	3	0	2	0	0	0	0	15	6	0	3	0	3	31	22	17	0	0	0	7	9	10
OTU_105	0	0	0	11	13	0	10	6	10	0	0	1	1	1	0	0	0	0	0	0	0	0	0	31	0	0	12	7	0	6	1	0	0	4	4	5
OTU_106	0	1	0	7	7	21	63	37	10	1	0	0	0	0	2	0	0	0	0	0	0	0	0	14	9	0	0	0	1	0	0	0	0	3	2	5
OTU_107	0	0	0	0	0	0	81	55	0	1	0	1	1	1	1	0	0	0	0	0	0	7	0	0	5	1	0	15	0	1	0	0	0	0	0	0
OTU_108	1	1	0	7	9	3	28	17	4	1	0	1	0	2	0	0	0	0	0	0	0	8	6	6	0	4	0	15	0	0	0	0	0	0	0	1
OTU_109	0	0	0	1	0	0	1	0	0	0	0	1	1	1	3	0	0	0	0	0	0	6	16	0	0	0	0	27	36	29	0	0	0	2	1	0
OTU_11	0	0	0	15	0	0	4	20	28	0	0	0	1	0	0	0	0	0	0	0	0	142	11673	1668	0	0	0	23	32	12	0	0	0	0	0	0
OTU_110	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	47	11	27	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_111	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	2	2	0	0	0	0	7	6	12
OTU_112	1	2	0	5	3	13	1	2	2	1	0	0	1	2	4	0	0	0	0	0	0	2	15	5	10	0	4	25	16	52	0	1	0	0	1	0
OTU_113	0	0	0	3	1	0	0	1	0	0	0	2	0	0	2	0	0	0	1	0	0	0	1	0	0	60	0	17	0	9	0	0	0	5	4	1
OTU_114	0	0	0	7	0	0	9	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	3	15	13	25	1	0	0	0	1	2
OTU_115	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	31	6	0	0	0	0	0	0	0	0
OTU_116	0	0	0	29	2	0	0	0	0	3	0	2	0	0	0	0	0	0	1	0	2	13	0	4	1	0	55	105	20	9	0	3	0	1	0	0
OTU_117	0	0	0	2	0	0	18	4	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	160	0	0	0	0	0	2	2	2
OTU_119	0	0	0	0	0	0	0	0	1	2	1	5	3	0	0	0	0	1	0	0	0	5	0	3	0	0	0	0	15	3	13	18	151	0	0	0
OTU_12	16	43	8	353	273	649	458	290	274	49	2	103	331	589	534	26	10	2	13	19	12	646	451	174	97	352	576	1246	2470	2697	98	85	62	140	29	9
OTU_121	0	0	0	16	16	6	6	2	3	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	9	19	1	0	1	2	1	4
OTU_122	0	1	0	10	4	4	3	8	2	0	1	3	9	16	15	0	0	0	0	0	3	9	1	1	4	7	13	33	89	31	1	0	2	9	2	2
OTU_123	0	0	0	13	14	14	65	23	3	2	0	0	1	6	3	1	0	0	0	0	0	0	12	1	2	0	4	33	5	0	0	0	0	1	0	1
OTU_124	0	0	0	9	5	9	15	4	1	0	0	4	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	4	6	3
OTU_125	0	0	0	0	0	8	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	23	0	0	0	0	1	47	31	25	4	1	1	2	2	2
OTU_126	0	0	0	2	0	4	0	0	2	0	0	1	0	4	3	0	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0	1	0
OTU_127	0	1	0	7	3	2	4	6	1	3	0	2	3	0	2	0	0	0	0	0	0	1	10	0	1	0	0	5	4	0	0	0	0	4	1	2
OTU_128	1	0	1	6	13	17	7	5	4	1	1	5	0	3	3	1	0	0	0	1	0	23	0	0	2	1	3	33	7	8	1	3	2	8	3	4
OTU_129	0	0	0	10	6	4	85	32	8	0	0	0	1	0	0	2	0	0	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0
OTU_13	0	0	0	1878	1916	584	920	794	607	0	0	3	1	3	0	0	0	0	1	0	0	1	0	0	4	14	0	48	22	86	0	1	0	5	3	4
OTU_130	0	0	0	0	5	4	13	3	0	0	0	1	4	15	17	0	0	0	5	1	1	0	0	4	16	0	7	49	15	5	0	1	1	17	8	8
OTU_131	0	2	0	0	2	1	17	8	0	1	0	4	0	4	9	0	0	0	0	0	0	9	1	2	4	0	0	0	38	0	1	1	0	1	1	2
OTU_132	0	0	0	0	0	0	0	0	0	28	38	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_133	0	0	0	0	0	0	0	0	0	24	11	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_134	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	8	3	6	0	0	0	0	0	0	0	0	0	17	38	21	0	7	0	0	0	0
OTU_135	2	0	0	0	0	0	8	0	0	0	0	0	0	0	1	5	5	4	0	0	0	34	11	4	5	0	0	75	10	7	0	11	3	0	0	0
OTU_136	0	0	0	1	6	6	14	1	43	0	0	0	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	3	28	27	0	0	0	0	0	0
OTU_137	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	3	0	0	36	30	7	0	0	0	0	0	0
OTU_138	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	29	0	5	16	10	0	0	0	0	1	0	0
OTU_14	11	38	6	1003	1238	1123	1286	1075	975	58	77	312	128	236	321	23	7	4	14	14	10	287	303	117	181	299	273	740	1325	1322	52	31	14	587	605	577
OTU_140	0	0	0	0	0	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	63	9	0	0	0	1	1	0
OTU_141	0	0	0	4	8	3	0	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	3	30	30	0	0	0
OTU_143	19	11	2	10	9	0	8	0	0	0	0	0	0	6	0	0	0	2	0	0	0	1	0	0	21	0	0	0	0	0	0	50	0	1	2	0
OTU_144	0	0	0	47	6	7	1	2	1	3	0	9	0	1	0	0	0	0	0	2	1	2	3	0	0	0	2	19	19	4	3	3	2	2	3	3
OTU_145	0	0	0	9	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	7
OTU_146	0	0	0	36	29	5	15	36	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0
OTU_147	0	0	0	127	104	62	144	95	83	0	1	1	1	4	3	2	0	0	1	1	1	3	0	9	15	0	2	52	31	30	2	3	0	7	2	3
OTU_148	0	1	0	4	1	6	114	53	1	1	0	0	2	2	4	3	0	4	0	0	0	7	13	2	5	2	0	11	11	8	0	0	0	1	1	2
OTU_15	0	4	0	924	961	589	1126	563	369	1	0	0	3	4	6	0	0	0	1	0	0	2	14	0	23	8	18	1	40	45	0	0	0	4	0	1
OTU_150	0	0	0	3	5	0	3	0	1	2	1	2	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	5	2
OTU_151	0	0	0	4	18	31	0	0	0	0	0	4	1	1	1	0	0	0	0	0	0	54	0	5	0	0	1	37	0	0	0	14	0	1	0	0
OTU_152	0	0	0	1	12	6	17	4	4	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	6	4	5
OTU_153	0	0	0	11	3	7	30	8	10	1	1	3	1	0	18	1	0	0	1	0	0	3	33	0	0	101	7	61	29	0	3	0	4	11	7	3
OTU_154	0	0	0	0	3	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	3	3	9
OTU_155	0	0	0	0	3	7	2	3	0	0	1	0	0	1	0	0	0	0	0	0	0	5	4	0	0	0	18	0	16	15	0	0	0	2	3	1
OTU_157	0	0	0	3	1	3	0	3	0	1	0	1	1	0	0	0	0	0	0	0	0	19	15	1	0	0	13	14	16	12	0	0	0	0	1	0
OTU_158	0	0	0	0	0	55	0	0	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	4
OTU_159	0	0	0	5	7	9	8	8	0	4	0	3	1	14	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	16	14	16
OTU_16	8	9	7	85	134	243	186	121	89	20	0	48	81	158	126	14	6	2	10	5	18	171	184	30	119	129	248	527	595	571	34	37	18	71	26	5
OTU_160	0	0	0	1	2	20	1	0	5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	6	0	0	3	4	1
OTU_161	0	0	0	3	1	4	6	2	0	0	0	0	0	0	2	0	0	0	0	0	3	2	3	0	1	0	10	25	7	35	1	0	2	1	0	0
OTU_162	0	0	0	1	1	7	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	5	1	0	0	0	0	0	0	0	1	0	0
OTU_163	0	0	0	2	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	11	15	0	11	0	0	0	0	0	0
OTU_164	0	0	0	0	0	0	4	0	4	0	0	1	73	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_166	0	0	0	0	0	0	39	40	0	0	0	0	5	0	0	0	0	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_167	0	0	0	0	0	0	27	10	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0
OTU_168	0	0	0	0	0	2	22	8	0	0	0	0	2	0	2	0	0	0	0	0	2	2	0	0	1	0	0	1	0	0	2	2	0	1	0	0
OTU_169	0	0	0	1	2	0	43	21	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_17	1	6	0	1386	1092	557	495	515	321	10	0	11	21	48	46	6	0	1	3	2	0	47	79	44	16	30	47	124	225	305	13	11	6	28	30	31
OTU_170	0	0	0	1	0	0	10	5	11	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_171	0	0	0	0	0	0	28	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0
OTU_172	0	0	0	9	7	1	12	5	1	0	0	1	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	4	4
OTU_173	0	0	0	0	13	1	3	0	2	0	1	1	2	4	5	0	0	0	1	0	1	3	0	0	2	0	7	4	9	46	1	0	0	6	2	0
OTU_174	0	1	0	5	0	3	10	6	1	0	1	0	6	6	0	0	0	0	2	0	0	9	7	0	0	0	3	10	10	15	0	2	1	3	1	1
OTU_175	0	0	0	0	0	1	11	7	0	4	0	7	1	1	5	0	0	0	0	0	2	2	0	1	1	0	3	11	21	12	0	3	1	5	3	0
OTU_176	0	0	0	4	13	8	6	7	30	663	52	425	23	19	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	154	124	22	20	26
OTU_177	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	21	6	0	3	2	0	0	0	0
OTU_178	0	1	0	4	4	24	27	4	1	0	1	1	6	4	12	1	0	0	1	1	0	27	8	30	6	1	11	12	33	48	4	1	0	14	9	3
OTU_179	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	20	0	12	5	0	0	1	0	0
OTU_18	3	9	4	94	83	236	142	127	54	17	0	29	61	221	141	10	1	3	7	4	9	145	120	77	57	231	327	589	705	700	31	22	19	49	15	5
OTU_181	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	56	30	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU_182	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	2	0	6	0	0	0	0	0	0
OTU_183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	28	30	0	0	13	0	0	0	0	0	0	0	0	0
OTU_184	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	57	0	0	0	0	0	0	0	0	4	6	6
OTU_186	0	0	0	0	2	2	0	0	4	0	1	1	0	0	1	0	0	0	0	1	0	0	2	0	6	0	4	0	11	9	0	0	0	0	0	0
OTU_188	0	0	0	7	0	2	2	2	0	0	0	2	2	1	6	1	0	0	0	0	0	0	0	0	0	21	0	13	0	0	3	1	5	10	2	0
OTU_189	0	0	0	0	3	5	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22	33	1	5	0	0	1	0	0	1
OTU_19	1	0	0	160	138	128	267	129	135	3	0	0	0	1	0	0	0	0	0	0	1	11	0	7	12	2	12	21	51	11	0	0	0	2	0	0
OTU_191	0	1	0	0	0	0	10	5	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	25	8	0	0	0	0	0	0	0
OTU_193	0	0	0	7	0	5	6	4	3	0	0	0	1	0	3	0	0	0	0	1	0	0	16	0	0	0	0	4	30	6	0	1	0	0	0	0
OTU_194	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	39	0	0	0	0	2	0	3
OTU_197	0	0	0	18	21	2	12	24	7	0	0	1	0	0	1	0	0	0	1	1	0	19	0	0	0	0	0	0	1	0	0	1	0	1	0	2
OTU_198	0	0	0	2	2	0	9	0	0	0	2	0	0	3	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	3	2	3
OTU_199	0	0	0	17	18	2	16	12	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OTU_2	1	1	0	29134	30263	30613	28148	27588	28482	31077	36341	27947	34734	34166	32920	0	0	9	7	16	16	1	1	18	566	154	0	7	17	19	35364	30883	36585	31536	34550	35937
OTU_20	1	3	1	69	41	48	824	330	100	15	4	17	9	18	2	3	0	0	0	1	1	392	296	16	188	25	13	197	40	17	2	9	0	39	26	30
OTU_200	0	0	0	0	2	0	0	0	5	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	6	8	0	0	0	1	7	10	10
OTU_201	0	0	0	0	6	0	18	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_202	0	0	0	3	3	5	1	8	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
OTU_203	0	0	0	0	5	5	2	1	2	2	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	7	4	9	0	2	0	0	2	0	0
OTU_204	0	0	0	3	8	1	5	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_205	0	0	0	14	7	4	0	9	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	7	0	0	0	0	0	4	1	3
OTU_206	0	0	0	0	1	2	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3
OTU_207	0	0	0	0	2	9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_208	0	0	0	0	0	3	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	10	0	0	0	0	0	0
OTU_209	0	0	0	0	0	6	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	7	1	5
OTU_21	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1266	0	0	0	22	0	0	0	0	0	0	0	0	2	0	0
OTU_210	0	0	0	0	0	6	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	9	7	0	0	0	1	3	5
OTU_211	0	1	0	2	0	3	16	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_212	0	0	0	2	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_213	0	0	0	2	0	0	43	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	4
OTU_215	0	1	0	0	0	0	63	29	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	2	3
OTU_217	0	1	0	0	0	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_218	0	0	0	0	3	0	5	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_219	0	0	0	0	1	0	30	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0
OTU_22	1	6	2	139	151	194	110	83	73	18	0	51	56	122	103	5	3	0	2	4	1	83	96	24	75	99	209	264	319	522	16	15	17	27	12	2
OTU_220	0	0	0	0	0	0	13	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
OTU_222	0	0	0	1	0	0	5	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
OTU_223	1	0	0	0	0	2	8	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	21	8	0	2	3	0	0	0
OTU_224	0	0	0	0	0	0	13	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_225	0	0	0	0	0	0	19	11	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_227	0	0	0	4	5	14	7	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	14	12
OTU_228	0	0	0	2	0	0	2	3	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	0	0	0	0	17	6	6	0	0	0	0	0	1
OTU_229	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	39	0	0	0	0	0	20	0	0
OTU_23	3	11	0	146	138	215	151	352	107	17	0	31	70	114	78	13	2	4	41	6	2	86	148	37	51	118	160	310	393	463	18	18	7	43	8	0
OTU_230	0	0	0	3	1	0	24	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_231	0	0	0	2	5	0	0	3	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0	8	18	0	0	0	0	0	0	0
OTU_232	0	0	0	0	4	2	2	0	2	1	0	1	0	0	2	0	0	0	0	0	0	8	0	0	8	0	0	25	12	2	0	0	1	0	0	0
OTU_233	0	1	2	7	0	6	0	0	2	0	0	1	4	7	2	0	0	0	0	0	0	3	11	0	50	1	2	4	38	19	1	0	0	1	4	0
OTU_234	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0	0	2	0	1	0	0	0	15	18	0	1	0	0	0	0
OTU_235	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	2	0	0	0	0	0	0	23	27	1	0	0	6	3	1
OTU_236	0	0	0	8	3	4	6	4	1	0	0	0	0	0	0	1	0	1	0	0	0	6	4	0	0	1	0	4	0	0	0	0	1	0	0	2
OTU_237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	25	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
OTU_239	0	0	0	4	2	1	7	6	9	0	0	0	2	7	9	0	0	1	1	0	0	19	0	0	0	0	0	14	0	2	0	1	0	4	0	0
OTU_24	0	0	0	11	13	9	5	8	13	330	336	54	0	0	0	0	0	0	0	0	0	10	0	39	1	0	0	2	11	13	153	2112	188	0	0	0
OTU_240	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	11	7	0	0	0	0	0	0	0	0	0	0	1	3	1
OTU_241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	0	0	0	2	7	15	0	0	0	0	0	0	0
OTU_243	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	19	15	0	0	18	0	10	18	0	1	1	3	4	5
OTU_244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	24	0	0	3	0	10	0	0	0	0	0	0	0
